dbn,school_name,primary_address_line_1,city,postcode,latitude,longitude,gradespan,subway,pct_stu_safe,graduation_rate,attendance_rate,college_career_rate
12X242,Mott Hall V,1551 East 172nd Street,Bronx,10472,40.831416,-73.877785,6 to 12,6 to Elder Ave,0.92000002,0.85000002,0.88,0.64999998
12X248,"Metropolitan High School, The",1180 Rev. J.A. Polite Avenue,Bronx,10459,40.827315,-73.897612,9 to 12,"2, 5 to Simpson St",0.73000002,0.58999997,0.77999997,0.31999999
12X251,Explorations Academy H.S.,1619 Boston Road,Bronx,10460,40.8359,-73.890458,9 to 12,"2, 5 to 174th St",0.86000001,0.64999998,0.81999999,0.44
12X267,Bronx Latin,800 Home Street,Bronx,10456,40.827743,-73.900105,6 to 12,"2, 5 to Intervale Ave",0.85000002,0.89999998,0.88999999,0.77999997
12X271,East Bronx Academy for the Future,1716 Southern Boulevard,Bronx,10460,40.836356,-73.888361,6 to 12,"2, 5 to 174th St",0.76999998,0.75,0.82999998,0.41
12X388,Pan American International High School at Monroe,1300 Boynton Avenue,Bronx,10472,40.831601,-73.878912,9 to 12,6 to Elder Ave,0.93000001,0.83999997,0.88,0.56
12X446,Arturo A. Schomburg Satellite Academy Bronx,1010 Rev. J. A. Polite Avenue,Bronx,10459,40.823532,-73.898872,9 to 12,2/5 to Intervale Station; 6 to Hunts Point Avenue,0.97000003,,0.72000003,
12X478,"Cinema School, The",1551 East 172nd Street,Bronx,10472,40.831416,-73.877785,9 to 12,6 to Elder Ave,0.86000001,0.99000001,0.88999999,0.66000003
12X479,Bronx Career and College Preparatory High School,800 Home Street,Bronx,10456,40.827743,-73.900105,9 to 12,"2, 5 to Intervale Ave",0.83999997,0.57999998,0.81,0.38999999
12X511,Bronx Envision Academy,1619 Boston Road,Bronx,10460,40.8359,-73.890458,9 to 12,"2, 5 to 174th St",0.81999999,0.75,0.85000002,0.56999999
12X521,"Metropolitan Soundview High School, The",1300 Boynton Avenue,Bronx,10472,40.831601,-73.878912,9 to 12,6 to Elder Ave,0.81999999,0.72000003,0.81999999,0.47999999
12X550,High School of World Cultures,1300 Boynton Avenue,Bronx,10472,40.831601,-73.878912,9 to 12,6 to Elder Ave,0.89999998,0.56999999,0.86000001,0.30000001
12X682,Fannie Lou Hamer Freedom High School,1021 Jennings Street,Bronx,10460,40.83087,-73.88626,9 to 12,"2, 5 to Freeman St; 6 to Whitlock Ave",0.88,0.74000001,0.79000002,0.47
12X684,Wings Academy,1122 East 180th Street,Bronx,10460,40.841794,-73.875366,9 to 12,"2, 5 to East 180th St",0.64999998,0.63,0.77999997,0.33000001
13K265,Dr. Susan S. McKinney Secondary School of the Arts,101 Park Avenue,Brooklyn,11205,40.696324,-73.97578,6 to 12,N/A,0.82999998,0.69,0.77999997,0.43000001
13K350,Urban Assembly School for Music and Art,49 Flatbush Avenue Extension,Brooklyn,11201,40.697339,-73.985016,9 to 12,"2, 3, 4, 5 to Borough Hall; A, C to High St; B, Q to DeKalb Ave; F to York St; R to Jay St-MetroTech",0.93000001,0.86000001,0.81,0.56
13K412,Brooklyn Community Arts & Media High School (BCAM),300 Willoughby Avenue,Brooklyn,11205,40.692642,-73.958794,9 to 12,G to Classon Ave,0.88,0.83999997,0.83999997,0.43000001
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",49 Flatbush Avenue Extension,Brooklyn,11201,40.697339,-73.985016,9 to 12,"2, 3, 4, 5 to Borough Hall; A, C to High St; B, Q to DeKalb Ave; F to York St; R to Jay St-MetroTech",0.75999999,0.95999998,0.92000002,0.75
13K430,Brooklyn Technical High School,29 Ft Greene Place,Brooklyn,11217,40.688834,-73.976905,9 to 12,"2, 3, 4, 5 to Nevins St; A to Hoyt & Schermerhorn; B, Q, R to DeKalb Ave; C to Lafayette Ave; D, N to Atlantic Ave; G to Fulton St",0.93000001,0.97000003,0.95999998,0.92000002
13K439,Brooklyn International High School,49 Flatbush Avenue Extension,Brooklyn,11201,40.697339,-73.985016,9 to 12,"2, 3, 4, 5 to Borough Hall; A, C to High St; B, Q to DeKalb Ave; F to York St; R to Jay St-MetroTech",0.88999999,0.74000001,0.91000003,0.63999999
13K483,"Urban Assembly School for Law and Justice, The",283 Adams Street,Brooklyn,11201,40.694682,-73.988853,9 to 12,"2, 3, 4, 5, R to Borough Hall; A, C, F to Jay St-Borough Hall; B, Q to DeKalb Ave; G to Hoyt & Schermerhorn; J, Z to High St",0.80000001,0.94999999,0.88,0.88
13K527,Urban Assembly Institute of Math and Science for Young Women,283 Adams Street,Brooklyn,11201,40.694682,-73.988853,6 to 12,"2, 3, 4, 5 to Borough Hall; A, C, F, R to Jay St-MetroTech; B, Q to DeKalb Ave; G to Hoyt & Schermerhorn",0.83999997,0.89999998,0.85000002,0.77999997
13K553,Brooklyn Academy High School,832 Marcy Avenue,Brooklyn,11216,40.685004,-73.947152,9 to 12,A/C to Nostrand Avenue; G to Bedford/Nostrand Avenue,0.75,,0.60000002,
13K594,Gotham Professional Arts Academy,561 Grand Avenue,Brooklyn,11238,40.678488,-73.962105,9 to 12,"C to Clinton/Washington; 2, 3, 4, 5 to Franklin Avenue",0.85000002,0.75,0.80000001,0.60000002
13K595,Bedford Academy High School,1119 Bedford Avenue,Brooklyn,11216,40.68538,-73.954302,9 to 12,"C, S to Franklin Ave; G to Bedford-Nostrand Avs",0.93000001,0.99000001,0.92000002,0.76999998
13K605,George Westinghouse Career and Technical Education High School,105 Tech Place,Brooklyn,11201,40.694926,-73.986015,9 to 12,"2, 3, 4, 5 to Borough Hall; A, C, F, R to Jay St-MetroTech; B, Q to DeKalb Ave; G to Hoyt & Schermerhorn",0.79000002,0.92000002,0.88,0.49000001
13K616,Brooklyn High School for Leadership and Community Service,300 Willoughby Avenue,Brooklyn,11205,40.692642,-73.958794,9 to 12,G to Classon Av,0.88,,0.44999999,
13K670,Benjamin Banneker Academy,71-77 Clinton Avenue,Brooklyn,11205,40.695332,-73.969243,9 to 12,N/A,0.81999999,0.98000002,0.88999999,0.75999999
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",105 Tech Place,Brooklyn,11201,40.694926,-73.986015,9 to 14,"2, 3, 4, 5 to Borough Hall; A, C, F, R to Jay St-MetroTech; B, Q to DeKalb Ave; G to Hoyt & Schermerhorn",0.77999997,0.86000001,0.91000003,0.66000003
14K071,Juan Morel Campos Secondary School,215 Heyward Street,Brooklyn,11206,40.703624,-73.953146,6 to 12,"G to Broadway; J, M to Hewes St; Z to Marcy Ave",0.92000002,0.60000002,0.87,0.43000001
14K449,"Brooklyn Latin School, The",223 Graham Avenue,Brooklyn,11206,40.709941,-73.943641,9 to 12,G to Broadway; L to Grand St,0.92000002,0.97000003,0.94,0.92000002
14K454,"Williamsburg High School of Art and Technology, The",223 Graham Avenue,Brooklyn,11206,40.709941,-73.943641,9 to 12,"G to Broadway; L to Grand St; J, M, Z to Lorimer St",0.93000001,0.81999999,0.85000002,0.63
14K474,PROGRESS High School for Professional Careers,850 Grand Street,Brooklyn,11211,40.712184,-73.939722,9 to 12,L to Grand St,0.85000002,0.75999999,0.77999997,0.47999999
14K477,East Williamsburg Scholars Academy,850 Grand Street,Brooklyn,11211,40.712184,-73.939722,9 to 12,L to Grand St,0.86000001,0.74000001,0.73000002,0.27000001
14K478,"High School for Enterprise, Business and Technology, The",850 Grand Street,Brooklyn,11211,40.712184,-73.939722,9 to 12,L to Grand St,0.82999998,0.81,0.85000002,0.55000001
14K488,Brooklyn Preparatory High School,257 North 6th Street,Brooklyn,11211,40.715073,-73.954754,9 to 12,G to Lorimer St; L to Bedford Ave,0.91000003,0.93000001,0.83999997,0.76999998
14K558,Williamsburg High School for Architecture and Design,257 North 6th Street,Brooklyn,11211,40.715073,-73.954754,9 to 12,G to Lorimer St; L to Bedford Ave,0.91000003,0.98000002,0.92000002,0.75
14K561,Williamsburg Preparatory School,257 North 6th Street,Brooklyn,11211,40.715073,-73.954754,9 to 12,G to Lorimer St; L to Bedford Ave,0.91000003,0.95999998,0.89999998,0.75
14K586,Lyons Community School,223 Graham Avenue,Brooklyn,11206,40.709941,-73.943641,6 to 12,G to Broadway; L to Grand St,0.86000001,0.72000003,0.79000002,0.55000001
14K610,A-TECH High School,50 Bedford Avenue,Brooklyn,11222,40.721981,-73.953281,9 to 12,G to Nassau Ave; L to Bedford Ave,0.83999997,0.69999999,0.83999997,0.47999999
14K614,Young Women's Leadership School of Brooklyn (TYWLS),325 Bushwick Avenue,Brooklyn,11206,40.705204,-73.939407,6 to 12,"J, M to Flushing Ave; L to Montrose Ave",0.87,0.97000003,0.86000001,0.81999999
14K685,El Puente Academy for Peace and Justice,250 Hooper Street,Brooklyn,11211,40.705898,-73.955611,9 to 12,"G to Broadway; J, M, Z to Hewes St",0.91000003,0.79000002,0.81999999,0.54000002
15K423,Brooklyn Frontiers High School,112 Schermerhorn Street,Brooklyn,11201,40.690145,-73.989132,9 to 12,"2, 3, 4, 5 to Borough Hall; A, C, F, R to Jay St-MetroTech; B, Q to DeKalb Ave; G to Hoyt & Schermerhorn",0.97000003,,0.73000002,
15K429,Digital Arts and Cinema Technology High School,284 Baltic Street,Brooklyn,11201,40.685419,-73.993351,9 to 12,"A, C to Hoyt & Schermerhorn; F, G to Bergen St",0.86000001,0.98000002,0.91000003,0.69
15K448,Brooklyn Collaborative Studies,610 Henry Street,Brooklyn,11231,40.68007,-74.001377,6 to 12,"F, G to Carroll St",0.82999998,0.91000003,0.86000001,0.63
15K462,John Jay School for Law,237 7th Avenue,Brooklyn,11215,40.669629,-73.979287,9 to 12,"F, G to 7th Ave; R to 4th Ave-9th St",0.86000001,0.91000003,0.83999997,0.63999999
15K463,Cyberarts Studio Academy,237 7th Avenue,Brooklyn,11215,40.669629,-73.979287,9 to 12,"F, G to 7th Ave; R to 4th Ave-9th St",0.82999998,0.67000002,0.81,0.50999999
15K464,Park Slope Collegiate,237 7th Avenue,Brooklyn,11215,40.669629,-73.979287,6 to 12,"F, G to 7th Ave; R to 4th Ave-9th St",0.75,0.86000001,0.85000002,0.60000002
15K497,"Boerum Hill School for International Studies, The",284 Baltic Street,Brooklyn,11201,40.685419,-73.993351,6 to 12,"A, C to Hoyt & Schermerhorn; F, G to Bergen St",0.81,0.73000002,0.81,0.47999999
15K519,Cobble Hill School of American Studies,347 Baltic Street,Brooklyn,11201,40.684524,-73.990993,9 to 12,"2, 3 to Hoyt St; A, C to Hoyt & Schermerhorn; F, G to Bergen St",0.86000001,0.87,0.80000001,0.64999998
15K592,Khalil Gibran International Academy,362 Schermerhorn Street,Brooklyn,11217,40.686499,-73.979649,9 to 12,"2, 3, 4, 5 to Nevins St; A to Hoyt & Schermerhorn; B, D, N, Q, R to Atlantic Ave-Barclays Center; C to Lafayette Ave; G to Fulton St",0.83999997,0.56,0.82999998,0.63
15K656,Brooklyn High School of the Arts,345 Dean Street,Brooklyn,11217,40.683559,-73.98027,9 to 12,"2, 3, 4, 5, B, D, N, Q, R to Atlantic Ave-Barclays Center; A to Hoyt & Schermerhorn; C to Lafayette Ave; G to Fulton St",0.87,0.91000003,0.88999999,0.68000001
15K667,Sunset Park High School,153 35th Street,Brooklyn,11232,40.65571,-74.005197,9 to 12,"D, N, R to 36th St",0.85000002,0.82999998,0.85000002,0.63999999
15K684,Millennium Brooklyn High School,237 7th Avenue,Brooklyn,11215,40.669629,-73.979287,9 to 12,"F, G to 7th Ave; R to 4th Ave-9th St",0.91000003,0.99000001,0.95999998,0.88999999
16K455,Boys and Girls High School,1700 Fulton Street,Brooklyn,11213,40.67944,-73.932407,9 to 12,"A, C to Utica Ave",0.80000001,0.75,0.81999999,0.34999999
16K498,Brooklyn High School for Law and Technology,1396 Broadway,Brooklyn,11221,40.688831,-73.920906,9 to 12,"J, Z to Gates Ave",0.88999999,0.79000002,0.81,0.68000001
16K688,"Brooklyn Academy of Global Finance, The",125 Stuyvesant Avenue,Brooklyn,11221,40.691274,-73.933697,9 to 12,"J to Kosciusko St; M, Z to Myrtle Ave",0.86000001,0.74000001,0.85000002,0.27000001
16K765,Nelson Mandela High School,1700 Fulton Street,Brooklyn,11213,40.67944,-73.932407,9 to 12,"A, C to Utica Ave",0.80000001,0.81,0.74000001,0.67000002
17K122,Pathways in Technology Early College High School (P-TECH),150 Albany Avenue,Brooklyn,11213,40.675612,-73.938843,9 to 14,3 to Kingston Ave; A to Utica Ave; C to Kingston-Throop,0.88999999,0.76999998,0.91000003,0.73000002
17K382,Academy for College Preparation and Career Exploration: A College Board School,911 Flatbush Avenue,Brooklyn,11226,40.649787,-73.95855,6 to 12,"B, Q to Church Ave",0.77999997,0.79000002,0.85000002,0.51999998
17K408,Academy of Hospitality and Tourism,911 Flatbush Avenue,Brooklyn,11226,40.649787,-73.95855,9 to 12,"B, Q to Church Ave",0.89999998,0.91000003,0.83999997,0.82999998
17K524,International High School at Prospect Heights,883 Classon Avenue,Brooklyn,11225,40.670349,-73.961695,9 to 12,"2, 3, 4, 5 to Franklin Ave; S to Botanic Garden",0.86000001,0.56999999,0.88,0.49000001
17K528,"High School for Global Citizenship, The",883 Classon Avenue,Brooklyn,11225,40.670349,-73.961695,9 to 12,"2, 3, 4, 5 to Franklin Ave; S to Botanic Gardens",0.87,0.83999997,0.86000001,0.56999999
17K531,"School for Human Rights, The",600 Kingston Avenue,Brooklyn,11203,40.658893,-73.942458,9 to 12,"2, 5 to Winthrop St",0.81999999,0.82999998,0.88999999,0.67000002
17K537,High School for Youth and Community Development at Erasmus,911 Flatbush Avenue,Brooklyn,11226,40.649787,-73.95855,9 to 12,"B, Q to Church Ave",0.85000002,0.82999998,0.86000001,0.60000002
17K539,High School for Service & Learning at Erasmus,911 Flatbush Avenue,Brooklyn,11226,40.649787,-73.95855,9 to 12,"B, Q to Church Ave",0.64999998,0.79000002,0.83999997,0.50999999
17K543,"Science, Technology and Research Early College High School at Erasmus (STAR)",911 Flatbush Avenue,Brooklyn,11226,40.649787,-73.95855,6 to 12,"B, Q to Church Ave",0.88,1,0.95999998,0.75999999
17K546,High School for Public Service: Heroes of Tomorrow,600 Kingston Avenue,Brooklyn,11203,40.658893,-73.942458,9 to 12,"2, 5 to Winthrop St",0.83999997,0.88,0.92000002,0.86000001
17K547,Brooklyn Academy of Science and the Environment (BASE),883 Classon Avenue,Brooklyn,11225,40.670349,-73.961695,9 to 12,"2, 3, 4, 5 to Franklin Av; S to Botanic Garden",0.88,0.74000001,0.89999998,0.44999999
17K548,Brooklyn School for Music & Theatre,883 Classon Avenue,Brooklyn,11225,40.670349,-73.961695,9 to 12,"2, 3, 4, 5 to Franklin Av; S to Botanic Garden",0.81,0.79000002,0.83999997,0.49000001
17K590,Medgar Evers College Preparatory School,1186 Carroll Street,Brooklyn,11225,40.667195,-73.951167,6 to 12,"2, 5 to President St; 3 to Nostrand Ave; 4 to Franklin Ave; S to Botanic Gardens",0.70999998,0.95999998,0.93000001,0.82999998
17K600,Clara Barton High School,901 Classon Avenue,Brooklyn,11225,40.669567,-73.961962,9 to 12,"2, 3, 4, 5 to Franklin Av; S to Botanic Garden",0.72000003,0.81,0.87,0.56999999
17K646,Aspirations Diploma Plus High School,402 Eastern Parkway,Brooklyn,11225,40.6701,-73.954972,9 to 12,2/3/4 to Franklin Avenue; Franklin Avenue Shuttle,0.97000003,,0.50999999,
17K745,Brooklyn Institute for Liberal Arts (BILA),600 Kingston Avenue,Brooklyn,11203,40.658893,-73.942458,9 to 12,"2, 5 to Winthrop St",0.87,0.92000002,0.91000003,0.67000002
17K751,Academy for Health Careers,150 Albany Avenue,Brooklyn,11213,40.675612,-73.938843,9 to 12,3 to Kingston Ave; A to Utica Ave; C to Kingston-Throop,0.88999999,0.80000001,0.86000001,0.60000002
18K563,It Takes a Village Academy,5800 Tilden Avenue,Brooklyn,11203,40.648657,-73.922171,9 to 12,N/A,0.69,0.87,0.89999998,0.60000002
18K566,Brooklyn Community High School for Excellence and Equity,6565 Flatlands Avenue,Brooklyn,11236,40.633285,-73.916735,9 to 12,"Transfer to the bus from the L, 2 & 5 from Flatbush Junction",0.81,0.76999998,0.89999998,0.47
18K567,Brooklyn Theatre Arts High School,6565 Flatlands Avenue,Brooklyn,11236,40.633285,-73.916735,9 to 12,N/A,0.75999999,0.85000002,0.81,0.56
18K569,Kurt Hahn Expeditionary Learning School,5800 Tilden Avenue,Brooklyn,11203,40.648657,-73.922171,9 to 12,N/A,0.76999998,0.75,0.87,0.56
18K576,Victory Collegiate High School,6565 Flatlands Avenue,Brooklyn,11236,40.633285,-73.916735,9 to 12,N/A,0.83999997,0.79000002,0.85000002,0.63
18K617,High School for Innovation in Advertising and Media,1600 Rockaway Parkway,Brooklyn,11236,40.641474,-73.898254,9 to 12,L to Canarsie-Rockaway Parkway,0.79000002,0.83999997,0.82999998,0.40000001
18K629,Cultural Academy for the Arts and Sciences,5800 Tilden Avenue,Brooklyn,11203,40.648657,-73.922171,9 to 12,N/A,0.77999997,0.70999998,0.85000002,0.52999997
18K633,High School for Medical Professions,1600 Rockaway Parkway,Brooklyn,11236,40.641474,-73.898254,9 to 12,L to Canarsie-Rockaway Parkway,0.86000001,0.88999999,0.88999999,0.68000001
18K635,Olympus Academy,755 East 100 Street,Brooklyn,11236,40.645685,-73.8989,9 to 12,L to Canarsie - Rockaway Parkway,0.93000001,,0.60000002,
18K637,Academy for Conservation and the Environment,6565 Flatlands Avenue,Brooklyn,11236,40.633285,-73.916735,9 to 12,N/A,0.81999999,0.87,0.86000001,0.56
18K642,Urban Action Academy,1600 Rockaway Parkway,Brooklyn,11236,40.641474,-73.898254,9 to 12,L to Canarsie-Rockaway Parkway,0.74000001,0.64999998,0.79000002,0.36000001
19K404,Academy for Young Writers,1065 Elton Street,Brooklyn,11208,40.657434,-73.874734,6 to 12,N/A,0.88,0.92000002,0.87,0.74000001
19K409,East New York Family Academy,145 Pennsylvania Avenue,Brooklyn,11207,40.674135,-73.89643,6 to 12,3 to Van Siclen Ave,0.87,0.94999999,0.88,0.44
19K422,Spring Creek Community School,1065 Elton Street,Brooklyn,11208,40.657434,-73.874734,6 to 12,N/A,0.86000001,0.97000003,0.88,
19K502,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,400 Pennsylvania Avenue,Brooklyn,11207,40.667456,-73.894747,9 to 12,3 to Pennsylvania Ave; L to Livonia Ave,0.81999999,0.81999999,0.74000001,0.31999999
19K504,High School for Civil Rights,400 Pennsylvania Avenue,Brooklyn,11207,40.667456,-73.894747,9 to 12,3 to Pennsylvania Ave; L to Livonia Ave,0.82999998,0.63,0.79000002,0.27000001
19K507,Performing Arts and Technology High School,400 Pennsylvania Avenue,Brooklyn,11207,40.667456,-73.894747,9 to 12,3 to Pennsylvania Ave; L to Livonia Ave,0.83999997,0.93000001,0.87,0.51999998
19K510,World Academy for Total Community Health High School (WATCH),400 Pennsylvania Avenue,Brooklyn,11207,40.667456,-73.894747,9 to 12,3 to Pennsylvania Ave; L to Livonia Ave,0.83999997,0.74000001,0.76999998,0.49000001
19K583,Multicultural High School,999 Jamaica Avenue,Brooklyn,11208,40.691146,-73.868328,9 to 12,"J, Z to Elderts Lane-75th St",0.85000002,0.81,0.89999998,0.64999998
19K615,Transit Tech Career and Technical Education High School,1 Wells Street,Brooklyn,11208,40.678276,-73.87596,9 to 12,"A, C to Euclid Ave; J, Z to Norwood Ave",0.69,0.70999998,0.80000001,0.34
19K618,Academy of Innovative Technology,999 Jamaica Avenue,Brooklyn,11208,40.691146,-73.868328,9 to 12,"J, Z to Elderts Lane-75th St",0.81,0.94999999,0.88999999,0.64999998
19K639,Brooklyn Lab School,999 Jamaica Avenue,Brooklyn,11208,40.691146,-73.868328,9 to 12,"J, Z to Elderts Lane-75th St",0.76999998,0.70999998,0.82999998,0.44999999
19K659,Cypress Hills Collegiate Preparatory School,999 Jamaica Avenue,Brooklyn,11208,40.691146,-73.868328,9 to 12,"J, Z to 75th St-Elderts Lane",0.82999998,0.85000002,0.86000001,0.60000002
19K660,W. H. Maxwell Career and Technical Education High School,145 Pennsylvania Avenue,Brooklyn,11207,40.674135,-73.89643,9 to 12,A to Broadway Junction; C to Liberty Ave; J to Alabama Ave; L to Atlantic Ave,0.85000002,0.82999998,0.76999998,0.46000001
19K683,School for Classics High School,370 Fountain Avenue,Brooklyn,11208,40.670724,-73.874208,9 to 12,"A, C to Euclid Ave",0.91000003,0.69999999,0.81,0.41
19K764,"Urban Assembly School for Collaborative Healthcare, The",999 Jamaica Avenue,Brooklyn,11208,40.691146,-73.868328,9 to 12,"J, Z to Elderts Lane-75th St",0.75,0.85000002,0.86000001,0.55000001
19K953,The East New York Arts and Civics High School (T.E.A.C.H.),800 Van Siclen Avenue,Brooklyn,11207,40.66011,-73.885387,9 to 12,3 to Van Siclen Ave,,,,
20K445,New Utrecht High School,1601 80th Street,Brooklyn,11214,40.613262,-74.003404,9 to 12,D to 79th St,0.80000001,0.77999997,0.88,0.66000003
20K485,High School of Telecommunication Arts and Technology,350 67th Street,Brooklyn,11220,40.637282,-74.023849,9 to 12,N to 59th St; R to Bay Ridge Ave,0.89999998,0.91000003,0.94,0.81999999
20K490,Fort Hamilton High School,8301 Shore Road,Brooklyn,11209,40.627898,-74.039985,9 to 12,N/A,0.77999997,0.80000001,0.91000003,0.64999998
20K505,Franklin Delano Roosevelt High School,5800 20th Avenue,Brooklyn,11204,40.620446,-73.981795,9 to 12,F to Bay Parkway-22nd Ave; N to 20th Ave,0.79000002,0.69,0.85000002,0.56999999
20K609,Urban Assembly School for Leadership and Empowerment,4200 16th Avenue,Brooklyn,11204,40.634875,-73.981528,6 to 12,F to Ditmas Ave,0.93000001,0.97000003,0.89999998,0.81
21K337,International High School at Lafayette,2630 Benson Avenue,Brooklyn,11214,40.594291,-73.98577,9 to 12,D to Bay 50th St; N to 86th St,0.83999997,0.63,0.88,0.44
21K344,Rachel Carson High School for Coastal Studies,521 West Avenue,Brooklyn,11224,40.582533,-73.973132,9 to 12,F to Neptune Ave-Van Siclen; Q to Ocean Parkway,0.85000002,0.75999999,0.86000001,0.54000002
21K348,High School of Sports Management,2630 Benson Avenue,Brooklyn,11214,40.594291,-73.98577,9 to 12,D to Bay 50th St; N to 86th St,0.82999998,0.69999999,0.74000001,0.62
